v0101,v0102,v0103,v0103A,v0103B,v0104,v0201,v02A01,v02A02,v02A03,v02B01,v0301,v0302,v04A02,V04A03,V04B01,Exception,route,soortGezag,gezag_ouder1,gezag_ouder2,gezag_niet_ouder1,gezag_niet_ouder2,Index,Uitleg
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24,OG1,Nee,Ja,Nee,Nee,2450,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag;
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder1,,,,24a,OG1,Nee,Ja,Nee,Nee,2451,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder1 is onbevoegd tot gezag => soort  gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder2,,,,25,OG1,Ja,Nee,Nee,Nee,2550,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag;
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_ouder2,,,,25a,OG1,Ja,Nee,Nee,Nee,2551,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder 1 heeft het gezag;
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_beiden,,,,26,G,Nee,Nee,Nee,Nee,2650,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gescheiden ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_gescheiden,,,,Ja,,Ja_beiden,,,,26a,G,Nee,Nee,Nee,Nee,2651,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,,,,,27e,N,Nee,Nee,Nee,Nee,2700,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Ja,,,,Ja,,,,,,27ae,N,Nee,Nee,Nee,Nee,2701,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Nee,,,,27,OG2,Ja,Ja,Nee,Nee,2750,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Ja,,,,Ja,,Nee,,,,27a,OG2,Ja,Ja,Nee,Nee,2751,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder1,,,,28,OG1,Nee,Ja,Nee,Nee,2850,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder1,,,,28a,OG1,Nee,Ja,Nee,Nee,2851,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder2,,,,29,OG1,Ja,Nee,Nee,Nee,2950,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Ja,,,,Ja,,Ja_ouder2,,,,29a,OG1,Ja,Nee,Nee,Nee,2951,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Ja,,,,Ja,,Ja_beiden,,,,30,G,Nee,Nee,Nee,Nee,3050,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Ja,,,,Ja,,Ja_beiden,,,,30a,G,Nee,Nee,Nee,Nee,3051,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,,,,,27xe,N,Nee,Nee,Nee,Nee,2700,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,,,,,27xae,N,Nee,Nee,Nee,Nee,2701,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; bij de bepaling bevoegdheid tot gezag zijn relevante gegevens in onderzoek; gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Nee,,,,27x,OG2,Ja,Ja,Nee,Nee,2750,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Nee,,,,27xa,OG2,Ja,Ja,Nee,Nee,2751,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_ouder1,,,,28x,OG1,Nee,Ja,Nee,Nee,2850,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_ouder1,,,,28xa,OG1,Nee,Ja,Nee,Nee,2851,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder1 is onbevoegd tot gezag; gezag is OG1 en ouder 2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_ouder2,,,,29x,OG1,Ja,Nee,Nee,Nee,2950,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_ouder2,,,,29xa,OG1,Ja,Nee,Nee,Nee,2951,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; ouder2 is onbevoegd tot gezag; gezag is OG1 en ouder 1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_beiden,,,,30x,G,Nee,Nee,Nee,Nee,3050,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nietig_verklaard,,,,Ja,,Ja_beiden,,,,30xa,G,Nee,Nee,Nee,Nee,3051,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee gehuwde ouders; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,,,,Ja,,,,,,31e,N,Nee,Nee,Nee,Nee,3100,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid tot gezag bij ouders zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,,,Ja,,,,,,31ee,N,Nee,Nee,Nee,Nee,3110,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid tot gezag bij ouders zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,,,Ja,,,,,,31aee,N,Nee,Nee,Nee,Nee,3111,"Minderjarig; Geadopteerd met NL-Akte, categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid tot gezag bij ouders zijn relevante gegevens in onderzoek => soort gezag is N kan niet bepaald worden"
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,,,,31eee,N,Nee,Nee,Nee,Nee,3120,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; bij het bepalen van bevoegdheid tot gezag bij ouders gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,,,,31aeee,N,Nee,Nee,Nee,Nee,3121,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; bij het bepalen van bevoegdheid tot gezag bij ouders gegevens in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Nee,,,,31nn,OG2,Ja,Ja,Nee,Nee,3150,Minderjarig; Categorie 11 en recente gebeurtenis(sen) heeft twee ongehuwde ouders; Erkenning na 1-1-2023; beide ouders zijn bevoegd tot gezag = OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Ja,,,31,G,Nee,Nee,Nee,Nee,3150,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; beide ouders zijn niet bevoegd tot gezag =>  soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Nee,,,,31ann,OG2,Ja,Ja,Nee,Nee,3151,Minderjarig; Geadopteerd met NL-Akte; Categorie 11 en recente gebeurtenis(sen) heeft twee ongehuwde ouders; Erkenning na 1-1-2023; beide ouders zijn bevoegd tot gezag = OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,,,,31ne,N,Nee,Nee,Nee,Nee,3160,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; gezag kan niet bepaald worden => soort gezag is N kan niet worden bepaald
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,,,,,31ane,N,Nee,Nee,Nee,Nee,3161,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; gezag kan niet bepaald worden => soort gezag is N kan niet worden bepaald
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_beiden,,,,31anb,G,Nee,Nee,Nee,Nee,3162,Minderjarig; Geadopteerd met NL-Akte; heeft 2 ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; beide ouders zijn niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder1,,,,31no2,OG1,Nee,Ja,Nee,Nee,3170,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder1,,,,31ano2,OG1,Nee,Ja,Nee,Nee,3171,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder2,,,,31no1,OG1,Ja,Nee,Nee,Nee,3180,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_ouder2,,,,31ano1,OG1,Ja,Nee,Nee,Nee,3181,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Na,,Ja,,Ja_beiden,,,,31nb,G,Nee,Nee,Nee,Nee,3190,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning na 20230101 dus beide ouders komen in aanmerking voor gezag; beide ouders zijn niet bevoegd tot gezag =>  soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee,,,32,N,Nee,Nee,Nee,Nee,3250,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; er kan niet bepaald worden welke ouder het betreft; Soort gezag wordt N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee,,,32a,N,Nee,Nee,Nee,Nee,3251,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; er kan niet bepaald worden welke ouder het betreft; Soort gezag wordt N kan niet bepalen
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder1,,,32o1,OG1,Ja,Nee,Nee,Nee,3260,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder1 is bevoegd tot gezag =>  soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Ja,,,32ab,G,Nee,Nee,Nee,Nee,3261,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; beide ouders zijn niet bevoegd tot gezag =>  soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder2,,,32o2,OG1,Nee,Ja,Nee,Nee,3270,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder2 is bevoegd tot gezag =>  soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder1,,,32ao1,OG1,Ja,Nee,Nee,Nee,3271,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder2 is bevoegd tot gezag =>  soort gezag is OG1 en ouder2 heeft het gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Nee,Voor,,Ja,,,Nee_ouder2,,,32ao2,OG1,Nee,Ja,Nee,Nee,3281,Minderjarig; Geadopteerd met NL-Akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; erkenning voor 20230101 dus 1 ouder heeft gezag; ouder1 is bevoegd tot gezag =>  soort gezag is OG1 en ouder1 heeft het gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,33e,N,Nee,Nee,Nee,Nee,3300,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid to gezag bij ouders zijn relevante gegevens in onderzoek  => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,,,,Ja,,,,,,33ae,N,Nee,Nee,Nee,Nee,3301,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; 
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,,,,,33aee,N,Nee,Nee,Nee,Nee,3311,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; bij het bepalen van bevoegdheid to gezag bij ouders zijn relevante gegevens in onderzoek  => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Nee,,,,33,OG2,Ja,Ja,Nee,Nee,3350,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Nee,,,,33a,OG2,Ja,Ja,Nee,Nee,3351,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn bevoegd tot gezag => soort gezag is OG2 en beide ouders hebben gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder1,,,,34,OG1,Nee,Ja,Nee,Nee,3450,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder1,,,,34a,OG1,Nee,Ja,Nee,Nee,3451,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder1 is onbevoegd tot gezag => soort gezag is OG1 en ouder2 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder2,,,,35,OG1,Ja,Nee,Nee,Nee,3550,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_ouder2,,,,35a,OG1,Ja,Nee,Nee,Nee,3551,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; ouder2 is onbevoegd tot gezag => soort gezag is OG1 en ouder1 heeft gezag
Ja,Ja,Nee,Nee,,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_beiden,,,,36,G,Nee,Nee,Nee,Nee,3650,Minderjarig; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn niet bevoegd tot gezag  => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Ja,Twee_ouders,Nee_nooit,Ja,,,Ja,,Ja_beiden,,,,36a,G,Nee,Nee,Nee,Nee,3651,Minderjarig; geadopteerd met NL akte; categorie 11 en recentere gebeurtenis(sen); heeft twee ongehuwde ouders; kind is geadopteerd; beide ouders zijn niet bevoegd tot gezag  => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,,,,,,,,,,,,37e,N,Nee,Nee,Nee,Nee,3700,Minderjarig; gegevens ouder(s) in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Ja,Ja,Nee,,,,,,,,,,,,37ae,N,Nee,Nee,Nee,Nee,3701,Minderjarig; Geadopteerd met NL-Akte; gegevens ouder(s) in onderzoek => soort gezag is N kan niet bepaald worden
Ja,Ja,Nee,Nee,,Nee,Geen_ouders,,,,,,,,,,,37,G,Nee,Nee,Nee,Nee,3750,Minderjarig; heeft geen ouders => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Nee,Geen_ouders,,,,,,,,,,,37a,G,Nee,Nee,Nee,Nee,3751,Minderjarig; geadopteerd met NL akte; heeft geen ouders => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,1_of_2_puntouders,,,,,,,,,,,38,N,Nee,Nee,Nee,Nee,3850,Minderjarig; Heeft 1 of meer puntouders => soort gezag is N kan niet bepalen;
Ja,Ja,Nee,Ja,Ja,Nee,1_of_2_puntouders,,,,,,,,,,,38a,N,Nee,Nee,Nee,Nee,3851,Minderjarig; geadopteerd met NL akte; Heeft 1 of meer puntouders => soort gezag is N kan niet bepalen;
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,,,,,,,,39e,N,Nee,Nee,Nee,Nee,3900,Minderjarig; heeft 1 ouder; gegevens van ouder in onderzoek => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Nee,Een_ouder,,,,,,,,,,,39ae,N,Nee,Nee,Nee,Nee,3901,Minderjarig; geadopteerd met NL akte; heeft 1 ouder; gegevens van ouder in onderzoek => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,,,,39ee,N,Nee,Nee,Nee,Nee,3910,Minderjarig; heeft 1 ouder; ouder niet gehuwd of partner; Preconditie: Ouder moet een BSN hebben => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Ja,Ja,Nee,Een_ouder,,,,Nee,,,,,,,39aee,N,Nee,Nee,Nee,Nee,3911,Minderjarig; geadopteerd met NL akte; heeft 1 ouder; ouder niet gehuwd of partner; Preconditie: Ouder moet een BSN hebben; gezag kan niet bepaald worden => soort gezag is N kan niet bepalen
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Ja,,,39,G,Nee,Nee,Nee,Nee,3950,Minderjarig; heeft 1 ouder; ouder niet gehuwd of partner; ouder is niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Ja,Ja,Nee,Een_ouder,,,,Nee,,,,Ja,,,39a,G,Nee,Nee,Nee,Nee,3951,Minderjarig; geadopteerd met NL akte; heeft 1 ouder; ouder niet gehuwd of partner; ouder is niet bevoegd tot gezag => soort gezag is G tijdelijk geen gezag
Ja,Ja,Nee,Nee,,Nee,Een_ouder,,,,Nee,,,,Nee,,,40,N,Nee,Nee,Nee,Nee,4050,Minderjarig; ouder ingeschreven als ouder1 of ouder2; is niet gehuwd of partnerschap; ouder1 en ouder2 bevoegd tot gezag => soort gezag is N en kan niet bepalen; situatie mag niet voorkomen
Ja,Ja,Nee,Ja,Ja,Nee,Een_ouder,,,,Nee,,,,Nee,,,40a,N,Nee,Nee,Nee,Nee,4051,Minderjarig; geadopteerd met NL akte; ouder ingeschreven als ouder1 of ouder2; is niet gehuwd of partnerschap; ouder1 en ouder2 bevoegd tot gezag => soort gezag is N en kan niet bepalen; situatie mag niet voorkomen
